Year,Locality,Suburb,State,Postcode,Employed,Unemployed
2016,Leura NSW 2780,Leura,NSW,2780,1817,118
2016,Levenstrath NSW 2460,Levenstrath,NSW,2460,21,0
2016,Lewinsbrook NSW 2311,Lewinsbrook,NSW,2311,8,0
2016,Lewis Ponds NSW 2800,Lewis Ponds,NSW,2800,77,5
2016,Lewisham (NSW) NSW 2049,Lewisham,NSW,2049,1757,114
2016,Leycester NSW 2480,Leycester,NSW,2480,62,5
2016,Liberty Grove NSW 2138,Liberty Grove,NSW,2138,1173,68
2016,Lidcombe NSW 2141,Lidcombe,NSW,2141,9121,843
2016,Liddell NSW 2333,Liddell,NSW,2333,0,0
2016,Lidsdale NSW 2790,Lidsdale,NSW,2790,186,8
2016,Lidster NSW 2800,Lidster,NSW,2800,157,4
2016,Lightning Ridge NSW 2834,Lightning Ridge,NSW,2834,623,101
2016,Lilli Pilli (Eurobodalla - NSW) NSW 2229,Lilli Pilli,NSW,2229,238,13
2016,Lilli Pilli (Sutherland Shire - NSW) NSW 2229,Lilli Pilli,NSW,2229,751,26
2016,Lillian Rock NSW 2480,Lillian Rock,NSW,2480,70,9
2016,Lilydale (NSW) NSW 2460,Lilydale,NSW,2460,8,0
2016,Lilyfield NSW 2040,Lilyfield,NSW,2040,3840,170
2016,Lilyvale (NSW) NSW 2508,Lilyvale,NSW,2508,0,0
2016,Limbri NSW 2352,Limbri,NSW,2352,53,0
2016,Limeburners Creek (Mid-Coast - NSW) NSW 2444,Limeburners Creek,NSW,2444,131,10
2016,Limeburners Creek (Port Macquarie-Hastings - NSW) NSW 2444,Limeburners Creek,NSW,2444,5,0
2016,Limekilns NSW 2795,Limekilns,NSW,2795,55,0
2016,Limerick NSW 2583,Limerick,NSW,2583,23,0
2016,Limestone (NSW) NSW 2361,Limestone,NSW,2361,0,0
2016,Limpinwood NSW 2484,Limpinwood,NSW,2484,94,0
2016,Linburn NSW 2850,Linburn,NSW,2850,28,4
2016,Linden (NSW) NSW 2778,Linden,NSW,2778,257,33
2016,Lindendale NSW 2480,Lindendale,NSW,2480,136,0
2016,Lindesay NSW 2347,Lindesay,NSW,2347,9,0
2016,Lindesay Creek NSW 2476,Lindesay Creek,NSW,2476,4,0
2016,Lindfield NSW 2070,Lindfield,NSW,2070,4625,211
2016,Lindifferon NSW 2710,Lindifferon,NSW,2710,19,0
2016,Linley Point NSW 2066,Linley Point,NSW,2066,184,7
2016,Lionsville NSW 2460,Lionsville,NSW,2460,3,0
2016,Lisarow NSW 2250,Lisarow,NSW,2250,2521,147
2016,Lismore (NSW) NSW 2480,Lismore,NSW,2480,1322,195
2016,Lismore Heights NSW 2480,Lismore Heights,NSW,2480,982,73
2016,Liston NSW 2372,Liston,NSW,2372,56,0
2016,Lithgow NSW 2790,Lithgow,NSW,2790,1896,183
2016,Little Back Creek NSW 2474,Little Back Creek,NSW,2474,30,0
2016,Little Bay NSW 2036,Little Bay,NSW,2036,2040,86
2016,Little Billabong NSW 2644,Little Billabong,NSW,2644,68,6
2016,Little Forest NSW 2538,Little Forest,NSW,2538,76,5
2016,Little Hartley NSW 2790,Little Hartley,NSW,2790,258,9
2016,Little Jacks Creek NSW 2339,Little Jacks Creek,NSW,2339,12,0
2016,Little Jilliby NSW 2259,Little Jilliby,NSW,2259,30,3
2016,Little Pelican NSW 2281,Little Pelican,NSW,2281,5,0
2016,Little Plain NSW 2360,Little Plain,NSW,2360,81,0
2016,Little River (NSW) NSW 2720,Little River,NSW,2720,33,0
2016,Little Topar NSW 2880,Little Topar,NSW,2880,15,0
2016,Little Wobby NSW 2256,Little Wobby,NSW,2256,21,0
2016,Littleton NSW 2790,Littleton,NSW,2790,361,12
2016,Liverpool NSW 2170,Liverpool,NSW,2170,8499,1098
2016,Llanarth (NSW) NSW 2795,Llanarth,NSW,2795,1124,38
2016,Llandilo NSW 2747,Llandilo,NSW,2747,769,35
2016,Llangothlin NSW 2365,Llangothlin,NSW,2365,69,0
2016,Lloyd NSW 2650,Lloyd,NSW,2650,454,3
2016,Loadstone NSW 2474,Loadstone,NSW,2474,14,0
2016,Lochiel (NSW) NSW 2549,Lochiel,NSW,2549,158,3
2016,Lochinvar NSW 2321,Lochinvar,NSW,2321,396,26
2016,Lockhart NSW 2656,Lockhart,NSW,2656,436,15
2016,Locksley (NSW) NSW 2795,Locksley,NSW,2795,16,0
2016,Loftus NSW 2232,Loftus,NSW,2232,2031,69
2016,Loftville NSW 2480,Loftville,NSW,2480,50,17
2016,Logans Crossing NSW 2439,Logans Crossing,NSW,2439,47,0
2016,Logie Brae NSW 2713,Logie Brae,NSW,2713,39,3
2016,Londonderry (NSW) NSW 2753,Londonderry,NSW,2753,1962,76
2016,Long Beach NSW 2536,Long Beach,NSW,2536,560,22
2016,Long Flat (NSW) NSW 2446,Long Flat,NSW,2446,46,0
2016,Long Jetty NSW 2261,Long Jetty,NSW,2261,2559,213
2016,Long Plain (Inverell - NSW) NSW 2629,Long Plain,NSW,2629,22,0
2016,Long Plain (Snowy Monaro Regional - NSW) NSW 2629,Long Plain,NSW,2629,0,0
2016,Long Point (Campbelltown - NSW) NSW 2330,Long Point,NSW,2330,105,0
2016,Long Point (Singleton - NSW) NSW 2330,Long Point,NSW,2330,13,0
2016,Longarm NSW 2347,Longarm,NSW,2347,3,0
2016,Longreach (NSW) NSW 2540,Longreach,NSW,2540,36,0
2016,Longueville NSW 2066,Longueville,NSW,2066,1005,34
2016,Loomberah NSW 2340,Loomberah,NSW,2340,292,9
2016,Lord Howe Island NSW 2898,Lord Howe Island,NSW,2898,224,5
2016,Lords Hill NSW 2632,Lords Hill,NSW,2632,7,0
2016,Lorn NSW 2320,Lorn,NSW,2320,672,30
2016,Lorne (NSW) NSW 2439,Lorne,NSW,2439,111,6
2016,Lost River NSW 2583,Lost River,NSW,2583,30,0
2016,Lostock NSW 2311,Lostock,NSW,2311,11,0
2016,Louisa Creek NSW 2469,Louisa Creek,NSW,2469,0,0
2016,Louth NSW 2840,Louth,NSW,2840,27,0
2016,Louth Park NSW 2320,Louth Park,NSW,2320,360,30
2016,Lovedale NSW 2320,Lovedale,NSW,2320,247,8
2016,Lovett Bay NSW 2105,Lovett Bay,NSW,2105,47,0
2016,Lowanna NSW 2450,Lowanna,NSW,2450,108,21
2016,Lower Acacia Creek NSW 2476,Lower Acacia Creek,NSW,2476,18,3
2016,Lower Bago NSW 2730,Lower Bago,NSW,2730,0,0
2016,Lower Belford NSW 2335,Lower Belford,NSW,2335,214,9
2016,Lower Boro NSW 2580,Lower Boro,NSW,2580,68,4
2016,Lower Bottle Creek NSW 2469,Lower Bottle Creek,NSW,2469,12,0
2016,Lower Creek NSW 2440,Lower Creek,NSW,2440,11,0
2016,Lower Duck Creek NSW 2469,Lower Duck Creek,NSW,2469,12,0
2016,Lower Dyraaba NSW 2470,Lower Dyraaba,NSW,2470,4,0
2016,Lower Lewis Ponds NSW 2800,Lower Lewis Ponds,NSW,2800,20,0
2016,Lower Macdonald NSW 2775,Lower Macdonald,NSW,2775,129,10
2016,Lower Mangrove NSW 2250,Lower Mangrove,NSW,2250,21,0
2016,Lower Pappinbarra NSW 2446,Lower Pappinbarra,NSW,2446,38,3
2016,Lower Peacock NSW 2469,Lower Peacock,NSW,2469,0,0
2016,Lower Portland NSW 2756,Lower Portland,NSW,2756,292,9
2016,Lower Southgate NSW 2460,Lower Southgate,NSW,2460,58,0
2016,Lowesdale NSW 2646,Lowesdale,NSW,2646,48,0
2016,Lowther NSW 2790,Lowther,NSW,2790,31,0
2016,Loxford NSW 2326,Loxford,NSW,2326,32,4
2016,Lucas Heights NSW 2234,Lucas Heights,NSW,2234,0,0
2016,Lucknow (NSW) NSW 2800,Lucknow,NSW,2800,171,4
2016,Luddenham NSW 2745,Luddenham,NSW,2745,960,22
2016,Lue NSW 2850,Lue,NSW,2850,80,3
2016,Lugarno NSW 2210,Lugarno,NSW,2210,2787,115
2016,Lurnea NSW 2170,Lurnea,NSW,2170,2812,350
2016,Luskintyre NSW 2321,Luskintyre,NSW,2321,95,0
2016,Lynchs Creek NSW 2474,Lynchs Creek,NSW,2474,35,3
2016,Lyndhurst (Armidale Regional - NSW) NSW 2350,Lyndhurst,NSW,2350,9,0
2016,Lyndhurst (Blayney - NSW) NSW 2350,Lyndhurst,NSW,2350,158,9
2016,Lynwood (NSW) NSW 2477,Lynwood,NSW,2477,91,3
2016,Mabins Well NSW 2716,Mabins Well,NSW,2716,9,0
2016,Macdonalds Creek NSW 2339,Macdonalds Creek,NSW,2339,9,0
2016,Macksville NSW 2447,Macksville,NSW,2447,815,83
2016,Maclean NSW 2463,Maclean,NSW,2463,771,85
2016,Macmasters Beach NSW 2251,Macmasters Beach,NSW,2251,614,29
2016,Macquarie Fields NSW 2564,Macquarie Fields,NSW,2564,5061,606
2016,Macquarie Hills NSW 2285,Macquarie Hills,NSW,2285,1733,103
2016,Macquarie Links NSW 2565,Macquarie Links,NSW,2565,741,32
2016,Macquarie Marshes NSW 2831,Macquarie Marshes,NSW,2831,0,0
2016,Macquarie Park NSW 2113,Macquarie Park,NSW,2113,4014,501
2016,Macquarie Pass NSW 2577,Macquarie Pass,NSW,2577,0,0
2016,Maddens Plains NSW 2508,Maddens Plains,NSW,2508,0,5
2016,Maffra (NSW) NSW 2630,Maffra,NSW,2630,6,0
2016,Magenta (NSW) NSW 2261,Magenta,NSW,2261,91,0
2016,Magometon NSW 2829,Magometon,NSW,2829,19,0
2016,Maianbar NSW 2230,Maianbar,NSW,2230,298,11
2016,Maimuru NSW 2594,Maimuru,NSW,2594,68,0
2016,Main Arm NSW 2482,Main Arm,NSW,2482,239,20
2016,Main Creek NSW 2420,Main Creek,NSW,2420,22,5
2016,Mairjimmy NSW 2716,Mairjimmy,NSW,2716,23,5
2016,Maison Dieu NSW 2330,Maison Dieu,NSW,2330,83,3
2016,Maitland (NSW) NSW 2320,Maitland,NSW,2320,748,85
2016,Maitland Bar NSW 2850,Maitland Bar,NSW,2850,8,0
2016,Maitland Vale NSW 2320,Maitland Vale,NSW,2320,59,0
2016,Majors Creek (NSW) NSW 2622,Majors Creek,NSW,2622,97,3
2016,Malabar NSW 2036,Malabar,NSW,2036,1621,78
2016,Maldon (NSW) NSW 2571,Maldon,NSW,2571,8,0
2016,Mallabula NSW 2319,Mallabula,NSW,2319,347,35
2016,Mallan NSW 2734,Mallan,NSW,2734,22,0
2016,Mallanganee NSW 2469,Mallanganee,NSW,2469,57,3
2016,Mallee NSW 2738,Mallee,NSW,2738,3,0
2016,Mallowa NSW 2400,Mallowa,NSW,2400,50,3
2016,Maloneys Beach NSW 2536,Maloneys Beach,NSW,2536,131,6
2016,Malua Bay NSW 2536,Malua Bay,NSW,2536,739,48
2016,Manar NSW 2622,Manar,NSW,2622,67,3
2016,Manchester Square NSW 2577,Manchester Square,NSW,2577,8,0
2016,Mandagery NSW 2870,Mandagery,NSW,2870,30,0
2016,Mandalong NSW 2264,Mandalong,NSW,2264,202,12
2016,Mandemar NSW 2575,Mandemar,NSW,2575,30,0
2016,Mandurama NSW 2792,Mandurama,NSW,2792,144,10
2016,Mangerton NSW 2500,Mangerton,NSW,2500,1333,113
2016,Mangoola NSW 2328,Mangoola,NSW,2328,15,0
2016,Mangoplah NSW 2652,Mangoplah,NSW,2652,143,3
2016,Mangrove Creek NSW 2250,Mangrove Creek,NSW,2250,15,0
2016,Mangrove Mountain NSW 2250,Mangrove Mountain,NSW,2250,367,3
2016,Manildra NSW 2865,Manildra,NSW,2865,329,14
2016,Manilla NSW 2346,Manilla,NSW,2346,795,88
2016,Manly (NSW) NSW 2095,Manly,NSW,2095,8981,370
2016,Manly Vale NSW 2093,Manly Vale,NSW,2093,3328,144
2016,Mannering Park NSW 2259,Mannering Park,NSW,2259,1033,99
2016,Manning Point NSW 2430,Manning Point,NSW,2430,44,11
2016,Mannus NSW 2653,Mannus,NSW,2653,33,0
2016,Manobalai NSW 2333,Manobalai,NSW,2333,31,0
2016,Manton (NSW) NSW 2582,Manton,NSW,2582,154,4
2016,Manyana NSW 2539,Manyana,NSW,2539,195,13
2016,Maragle NSW 2653,Maragle,NSW,2653,28,0
2016,Maraylya NSW 2765,Maraylya,NSW,2765,636,24
2016,Marayong NSW 2148,Marayong,NSW,2148,3367,296
2016,March NSW 2800,March,NSW,2800,55,0
2016,Marchmont NSW 2582,Marchmont,NSW,2582,122,0
2016,Mardi NSW 2259,Mardi,NSW,2259,1646,120
2016,Marengo (NSW) NSW 2453,Marengo,NSW,2453,4,0
2016,Mares Run NSW 2422,Mares Run,NSW,2422,0,0
2016,Marinna NSW 2663,Marinna,NSW,2663,22,0
2016,Marks Point NSW 2280,Marks Point,NSW,2280,707,53
2016,Markwell NSW 2423,Markwell,NSW,2423,63,0
2016,Marlee NSW 2429,Marlee,NSW,2429,97,6
2016,Marlo Merrican NSW 2441,Marlo Merrican,NSW,2441,24,0
2016,Marlow NSW 2775,Marlow,NSW,2775,0,0
2016,Marlowe NSW 2622,Marlowe,NSW,2622,0,0
2016,Marmong Point NSW 2284,Marmong Point,NSW,2284,365,19
2016,Marom Creek NSW 2480,Marom Creek,NSW,2480,82,4
2016,Maroota NSW 2756,Maroota,NSW,2756,302,8
2016,Maroubra NSW 2035,Maroubra,NSW,2035,14444,820
2016,Marrangaroo NSW 2790,Marrangaroo,NSW,2790,243,0
2016,Marrar NSW 2652,Marrar,NSW,2652,200,4
2016,Marrickville NSW 2204,Marrickville,NSW,2204,13960,828
2016,Marsden Park NSW 2765,Marsden Park,NSW,2765,432,22
2016,Marsfield NSW 2122,Marsfield,NSW,2122,5990,497
2016,Marshall Mount NSW 2530,Marshall Mount,NSW,2530,68,8
2016,Marshdale NSW 2420,Marshdale,NSW,2420,20,0
2016,Marthaguy NSW 2824,Marthaguy,NSW,2824,35,0
2016,Martindale NSW 2328,Martindale,NSW,2328,83,0
2016,Martins Creek NSW 2420,Martins Creek,NSW,2420,163,10
2016,Martinsville NSW 2265,Martinsville,NSW,2265,165,11
2016,Marulan NSW 2579,Marulan,NSW,2579,490,29
2016,Maryland (Newcastle - NSW) NSW 2287,Maryland,NSW,2287,3738,262
2016,Maryland (Tenterfield - NSW) NSW 2287,Maryland,NSW,2287,30,0
2016,Marys Mount NSW 2380,Marys Mount,NSW,2380,42,0
2016,Maryvale (NSW) NSW 2820,Maryvale,NSW,2820,90,9
2016,Maryville NSW 2293,Maryville,NSW,2293,788,47
2016,Mascot NSW 2020,Mascot,NSW,2020,8209,444
2016,Matcham NSW 2250,Matcham,NSW,2250,470,9
2016,Matheson NSW 2370,Matheson,NSW,2370,26,0
2016,Mathoura NSW 2710,Mathoura,NSW,2710,361,29
2016,Matong NSW 2652,Matong,NSW,2652,67,0
2016,Matraville NSW 2036,Matraville,NSW,2036,4571,223
2016,Maude (NSW) NSW 2711,Maude,NSW,2711,41,0
2016,Maules Creek NSW 2382,Maules Creek,NSW,2382,50,3
2016,Maxwell NSW 2650,Maxwell,NSW,2650,44,0
2016,Maybole NSW 2365,Maybole,NSW,2365,16,0
2016,Mayers Flat NSW 2423,Mayers Flat,NSW,2423,18,0
2016,Mayfield (Newcastle - NSW) NSW 2540,Mayfield,NSW,2540,4340,430
2016,Mayfield (Oberon - NSW) NSW 2540,Mayfield,NSW,2540,3,0
2016,Mayfield (Queanbeyan-Palerang Regional - NSW) NSW 2540,Mayfield,NSW,2540,10,0
2016,Mayfield (Shoalhaven - NSW) NSW 2540,Mayfield,NSW,2540,13,0
2016,Mayfield East NSW 2304,Mayfield East,NSW,2304,871,73
2016,Mayfield North NSW 2304,Mayfield North,NSW,2304,0,0
2016,Mayfield West NSW 2304,Mayfield West,NSW,2304,897,70
2016,Mayrung NSW 2710,Mayrung,NSW,2710,87,0
2016,Mays Hill NSW 2145,Mays Hill,NSW,2145,311,43
2016,Mayvale NSW 2347,Mayvale,NSW,2347,9,0
2016,McCullys Gap NSW 2333,Mccullys Gap,NSW,2333,126,4
2016,McDougalls Hill NSW 2330,Mcdougalls Hill,NSW,2330,87,0
2016,McGraths Hill NSW 2756,Mcgraths Hill,NSW,2756,1409,35
2016,McKees Hill NSW 2480,Mckees Hill,NSW,2480,160,0
2016,McKellars Park NSW 2790,Mckellars Park,NSW,2790,103,3
2016,McLeans Ridges NSW 2480,Mcleans Ridges,NSW,2480,264,16
2016,McLeods Shoot NSW 2479,Mcleods Shoot,NSW,2479,50,0
2016,McMahons Point NSW 2060,Mcmahons Point,NSW,2060,1357,59
2016,McMahons Reef NSW 2587,Mcmahons Reef,NSW,2587,23,0
2016,Meadow Flat NSW 2795,Meadow Flat,NSW,2795,143,0
2016,Meadowbank (NSW) NSW 2114,Meadowbank,NSW,2114,2735,196
2016,Mebbin NSW 2484,Mebbin,NSW,2484,0,0
2016,Mebul NSW 2852,Mebul,NSW,2852,21,0
2016,Medlow Bath NSW 2780,Medlow Bath,NSW,2780,299,14
2016,Medowie NSW 2318,Medowie,NSW,2318,4487,248
2016,Medway NSW 2577,Medway,NSW,2577,56,0
2016,Meerschaum Vale NSW 2477,Meerschaum Vale,NSW,2477,202,4
2016,Megalong Valley NSW 2785,Megalong Valley,NSW,2785,60,0
2016,Megan NSW 2453,Megan,NSW,2453,76,8
2016,Melbergen NSW 2669,Melbergen,NSW,2669,0,0
2016,Melinga NSW 2430,Melinga,NSW,2430,46,3
2016,Mellong NSW 2756,Mellong,NSW,2756,0,0
2016,Mellool NSW 2734,Mellool,NSW,2734,23,0
2016,Melrose Park (NSW) NSW 2114,Melrose Park,NSW,2114,745,39
2016,Melville (NSW) NSW 2320,Melville,NSW,2320,39,0
2016,Memagong NSW 2594,Memagong,NSW,2594,56,0
2016,Menah NSW 2850,Menah,NSW,2850,69,0
2016,Menai NSW 2234,Menai,NSW,2234,5718,238
2016,Menangle NSW 2568,Menangle,NSW,2568,513,7
2016,Menangle Park NSW 2563,Menangle Park,NSW,2563,109,10
2016,Mendooran NSW 2842,Mendooran,NSW,2842,196,10
2016,Menindee NSW 2879,Menindee,NSW,2879,147,31
2016,Merah North NSW 2388,Merah North,NSW,2388,108,3
2016,Merewether NSW 2291,Merewether,NSW,2291,5890,253
2016,Merewether Heights NSW 2291,Merewether Heights,NSW,2291,635,13
2016,Merimbula NSW 2548,Merimbula,NSW,2548,1433,84
2016,Meringo NSW 2537,Meringo,NSW,2537,49,0
2016,Mernot NSW 2422,Mernot,NSW,2422,0,0
2016,Meroo NSW 2850,Meroo,NSW,2850,15,0
2016,Meroo Meadow NSW 2540,Meroo Meadow,NSW,2540,220,10
2016,Merotherie NSW 2852,Merotherie,NSW,2852,6,0
2016,Merriangaah NSW 2632,Merriangaah,NSW,2632,6,0
2016,Merricumbene NSW 2622,Merricumbene,NSW,2622,9,0
2016,Merrigal NSW 2827,Merrigal,NSW,2827,17,0
2016,Merrill NSW 2581,Merrill,NSW,2581,27,0
2016,Merriwa (NSW) NSW 2329,Merriwa,NSW,2329,719,44
2016,Merriwagga NSW 2652,Merriwagga,NSW,2652,53,0
2016,Merrygoen NSW 2831,Merrygoen,NSW,2831,50,8
2016,Merrylands NSW 2160,Merrylands,NSW,2160,11388,1268
2016,Merrylands West NSW 2160,Merrylands West,NSW,2160,2506,249
2016,Merungle Hill NSW 2705,Merungle Hill,NSW,2705,113,0
2016,Meryla NSW 2577,Meryla,NSW,2577,0,0
2016,Metford NSW 2323,Metford,NSW,2323,1956,216
2016,Methul NSW 2701,Methul,NSW,2701,26,0
2016,Metz NSW 2350,Metz,NSW,2350,71,0
2016,Miamley NSW 2873,Miamley,NSW,2873,0,0
2016,Miandetta (NSW) NSW 2825,Miandetta,NSW,2825,12,0
2016,Micalo Island NSW 2464,Micalo Island,NSW,2464,17,0
2016,Michelago NSW 2620,Michelago,NSW,2620,302,7
2016,Middle Arm NSW 2580,Middle Arm,NSW,2580,192,8
2016,Middle Brook NSW 2337,Middle Brook,NSW,2337,120,5
2016,Middle Brother NSW 2443,Middle Brother,NSW,2443,20,5
2016,Middle Cove NSW 2068,Middle Cove,NSW,2068,629,27
2016,Middle Dural NSW 2158,Middle Dural,NSW,2158,495,16
2016,Middle Falbrook NSW 2330,Middle Falbrook,NSW,2330,52,3
2016,Middle Flat NSW 2630,Middle Flat,NSW,2630,32,0
2016,Middle Pocket NSW 2483,Middle Pocket,NSW,2483,58,3
2016,Middleton Grange NSW 2171,Middleton Grange,NSW,2171,2406,121
2016,Middlingbank NSW 2630,Middlingbank,NSW,2630,6,0
2016,Midginbil NSW 2484,Midginbil,NSW,2484,22,0
2016,Mihi NSW 2358,Mihi,NSW,2358,18,0
2016,Mila NSW 2632,Mila,NSW,2632,25,0
2016,Milbrodale NSW 2330,Milbrodale,NSW,2330,56,0
2016,Milbrulong NSW 2656,Milbrulong,NSW,2656,41,0
2016,Milkers Flat NSW 2795,Milkers Flat,NSW,2795,0,0
2016,Millah Murrah NSW 2795,Millah Murrah,NSW,2795,14,0
2016,Millbank (NSW) NSW 2440,Millbank,NSW,2440,38,6
2016,Miller NSW 2168,Miller,NSW,2168,767,144
2016,Millers Forest NSW 2324,Millers Forest,NSW,2324,190,14
2016,Millers Point NSW 2000,Millers Point,NSW,2000,803,15
2016,Millfield NSW 2325,Millfield,NSW,2325,366,40
2016,Millie NSW 2397,Millie,NSW,2397,12,0
2016,Millingandi NSW 2549,Millingandi,NSW,2549,152,0
2016,Millthorpe NSW 2798,Millthorpe,NSW,2798,589,23
2016,Milparinka NSW 2880,Milparinka,NSW,2880,30,0
2016,Milperra NSW 2214,Milperra,NSW,2214,1902,109
2016,Milroy (Gunnedah - NSW) NSW 2850,Milroy,NSW,2850,45,0
2016,Milroy (Mid-Western Regional - NSW) NSW 2850,Milroy,NSW,2850,30,0
2016,Milsons Passage NSW 2083,Milsons Passage,NSW,2083,3,0
2016,Milsons Point NSW 2061,Milsons Point,NSW,2061,1256,39
2016,Milton (NSW) NSW 2538,Milton,NSW,2538,572,24
2016,Milvale NSW 2594,Milvale,NSW,2594,38,0
2016,Mimosa (NSW) NSW 2666,Mimosa,NSW,2666,43,0
2016,Minchinbury NSW 2770,Minchinbury,NSW,2770,2872,186
2016,Mindaribba NSW 2320,Mindaribba,NSW,2320,45,0
2016,Mingoola (NSW) NSW 4380,Mingoola,NSW,4380,14,0
2016,Minimbah NSW 2312,Minimbah,NSW,2312,71,7
2016,Minjary NSW 2720,Minjary,NSW,2720,20,0
2016,Minmi NSW 2287,Minmi,NSW,2287,364,25
2016,Minnamurra NSW 2533,Minnamurra,NSW,2533,327,16
2016,Minnie Water NSW 2462,Minnie Water,NSW,2462,79,9
2016,Minore NSW 2830,Minore,NSW,2830,77,0
2016,Minto NSW 2566,Minto,NSW,2566,5280,488
2016,Minto Heights NSW 2566,Minto Heights,NSW,2566,195,4
2016,Mirador NSW 2548,Mirador,NSW,2548,163,10
2016,Miranda (NSW) NSW 2228,Miranda,NSW,2228,7262,329
2016,Mirannie NSW 2330,Mirannie,NSW,2330,38,0
2016,Mirrabooka (NSW) NSW 2264,Mirrabooka,NSW,2264,322,29
2016,Mirrool NSW 2665,Mirrool,NSW,2665,34,0
2016,Missabotti NSW 2449,Missabotti,NSW,2449,94,14
2016,Mitchell (NSW) NSW 2795,Mitchell,NSW,2795,250,59
2016,Mitchells Flat NSW 2330,Mitchells Flat,NSW,2330,117,3
2016,Mitchells Island NSW 2430,Mitchells Island,NSW,2430,180,23
2016,Mittagong NSW 2575,Mittagong,NSW,2575,2396,97
2016,Moama NSW 2731,Moama,NSW,2731,2584,108
2016,Modanville NSW 2480,Modanville,NSW,2480,268,16
2016,Mogareeka NSW 2550,Mogareeka,NSW,2550,16,0
2016,Mogendoura NSW 2537,Mogendoura,NSW,2537,74,0
2016,Moggs Swamp NSW 2370,Moggs Swamp,NSW,2370,18,0
2016,Mogilla NSW 2550,Mogilla,NSW,2550,44,3
2016,Mogo (Eurobodalla - NSW) NSW 2536,Mogo,NSW,2536,118,14
2016,Mogo (Mid-Western Regional - NSW) NSW 2536,Mogo,NSW,2536,0,0
2016,Mogo Creek NSW 2775,Mogo Creek,NSW,2775,0,0
2016,Mogood NSW 2538,Mogood,NSW,2538,12,0
2016,Mograni NSW 2422,Mograni,NSW,2422,11,0
2016,Mogriguy NSW 2830,Mogriguy,NSW,2830,56,0
2016,Mole River NSW 2372,Mole River,NSW,2372,37,0
2016,Moleville Creek NSW 2460,Moleville Creek,NSW,2460,15,0
2016,Mollyan NSW 2842,Mollyan,NSW,2842,25,0
2016,Mollymook NSW 2539,Mollymook,NSW,2539,402,27
2016,Mollymook Beach NSW 2539,Mollymook Beach,NSW,2539,887,47
2016,Molong NSW 2866,Molong,NSW,2866,1085,47
2016,Mona Vale NSW 2103,Mona Vale,NSW,2103,5280,155
2016,Monak NSW 2738,Monak,NSW,2738,26,0
2016,Monaltrie NSW 2480,Monaltrie,NSW,2480,108,4
2016,Mondayong NSW 2540,Mondayong,NSW,2540,0,0
2016,Mondrook NSW 2430,Mondrook,NSW,2430,73,0
2016,Monga NSW 2622,Monga,NSW,2622,4,0
2016,Mongarlowe NSW 2622,Mongarlowe,NSW,2622,48,3
2016,Mongogarie NSW 2470,Mongogarie,NSW,2470,36,0
2016,Monia Gap NSW 2675,Monia Gap,NSW,2675,7,0
2016,Monivae NSW 2850,Monivae,NSW,2850,11,0
2016,Monkerai NSW 2415,Monkerai,NSW,2415,28,0
2016,Monteagle NSW 2594,Monteagle,NSW,2594,98,3
2016,Montecollum NSW 2482,Montecollum,NSW,2482,33,0
2016,Montefiores NSW 2820,Montefiores,NSW,2820,230,12
2016,Monterey NSW 2217,Monterey,NSW,2217,2151,108
2016,Mooball NSW 2483,Mooball,NSW,2483,66,7
2016,Moobi NSW 2337,Moobi,NSW,2337,96,0
2016,Moogem NSW 2370,Moogem,NSW,2370,0,0
2016,Mookerawa NSW 2820,Mookerawa,NSW,2820,4,0
2016,Mookima Wybra NSW 2469,Mookima Wybra,NSW,2469,19,0
2016,Moolarben NSW 2850,Moolarben,NSW,2850,14,0
2016,Moollattoo NSW 2540,Moollattoo,NSW,2540,0,0
2016,Moolpa NSW 2734,Moolpa,NSW,2734,0,0
2016,Moombooldool NSW 2665,Moombooldool,NSW,2665,12,3
2016,Moonan Brook NSW 2337,Moonan Brook,NSW,2337,11,0
2016,Moonan Flat NSW 2337,Moonan Flat,NSW,2337,57,0
2016,Moonbah NSW 2627,Moonbah,NSW,2627,306,0
2016,Moonbi NSW 2353,Moonbi,NSW,2353,438,17
2016,Moonbria NSW 2710,Moonbria,NSW,2710,0,0
2016,Mooneba NSW 2440,Mooneba,NSW,2440,30,0
2016,Moonee NSW 2259,Moonee,NSW,2259,0,0
2016,Moonee Beach NSW 2450,Moonee Beach,NSW,2450,858,53
2016,Mooney Mooney NSW 2083,Mooney Mooney,NSW,2083,172,6
2016,Mooney Mooney Creek NSW 2250,Mooney Mooney Creek,NSW,2250,12,0
2016,Moonpar NSW 2453,Moonpar,NSW,2453,3,0
2016,Mooral Creek NSW 2429,Mooral Creek,NSW,2429,31,3
2016,Moorara NSW 2648,Moorara,NSW,2648,0,0
2016,Moorbel NSW 2804,Moorbel,NSW,2804,84,8
2016,Moore Creek NSW 2340,Moore Creek,NSW,2340,1218,30
2016,Moore Park NSW 2021,Moore Park,NSW,2021,9,0
2016,Moorebank NSW 2170,Moorebank,NSW,2170,4524,237
2016,Moorilda NSW 2795,Moorilda,NSW,2795,21,0
2016,Moorland (NSW) NSW 2443,Moorland,NSW,2443,183,30
2016,Moorong NSW 2650,Moorong,NSW,2650,81,3
2016,Moorwatha NSW 2640,Moorwatha,NSW,2640,25,0
2016,Moparrabah NSW 2440,Moparrabah,NSW,2440,26,8
2016,Moppy NSW 2422,Moppy,NSW,2422,7,0
