Year,Locality,Suburb,State,Postcode,Employed,Unemployed
2016,Deep Creek (Clarence Valley - NSW) NSW 2460,Deep Creek,NSW,2460,5,0
2016,Deep Creek (Kempsey - NSW) NSW 2460,Deep Creek,NSW,2460,23,9
2016,Deep Creek (Kyogle - NSW) NSW 2460,Deep Creek,NSW,2460,13,0
2016,Deepwater (NSW) NSW 2371,Deepwater,NSW,2371,133,14
2016,Deer Vale NSW 2453,Deer Vale,NSW,2453,53,0
2016,Delegate NSW 2633,Delegate,NSW,2633,154,14
2016,Delungra NSW 2403,Delungra,NSW,2403,248,14
2016,Denham Court NSW 2565,Denham Court,NSW,2565,789,29
2016,Denhams Beach NSW 2536,Denhams Beach,NSW,2536,172,21
2016,Deniliquin NSW 2710,Deniliquin,NSW,2710,3300,191
2016,Denistone NSW 2114,Denistone,NSW,2114,1856,86
2016,Denistone East NSW 2112,Denistone East,NSW,2112,1046,39
2016,Denistone West NSW 2114,Denistone West,NSW,2114,440,19
2016,Denman NSW 2328,Denman,NSW,2328,776,34
2016,Depot Beach NSW 2536,Depot Beach,NSW,2536,12,0
2016,Derriwong NSW 2877,Derriwong,NSW,2877,15,0
2016,Deua NSW 2537,Deua,NSW,2537,0,0
2016,Deua River Valley NSW 2537,Deua River Valley,NSW,2537,27,3
2016,Devils Hole NSW 2550,Devils Hole,NSW,2550,10,0
2016,Dewitt NSW 2422,Dewitt,NSW,2422,6,0
2016,Dharruk NSW 2770,Dharruk,NSW,2770,1033,128
2016,Dhulura NSW 2650,Dhulura,NSW,2650,16,0
2016,Dhuragoon NSW 2733,Dhuragoon,NSW,2733,15,0
2016,Diamond Beach NSW 2430,Diamond Beach,NSW,2430,367,36
2016,Diamond Head NSW 2443,Diamond Head,NSW,2443,0,0
2016,Diehard NSW 2370,Diehard,NSW,2370,3,0
2016,Diggers Camp NSW 2462,Diggers Camp,NSW,2462,9,0
2016,Dignams Creek NSW 2546,Dignams Creek,NSW,2546,32,0
2016,Dilkoon NSW 2460,Dilkoon,NSW,2460,14,4
2016,Dilpurra NSW 2734,Dilpurra,NSW,2734,9,0
2016,Dingo Forest NSW 2429,Dingo Forest,NSW,2429,0,0
2016,Dinoga NSW 2404,Dinoga,NSW,2404,24,0
2016,Dirnaseer NSW 2666,Dirnaseer,NSW,2666,41,0
2016,Dirty Creek NSW 2456,Dirty Creek,NSW,2456,33,7
2016,Dobies Bight NSW 2470,Dobies Bight,NSW,2470,65,5
2016,Doctor George Mountain NSW 2550,Doctor George Mountain,NSW,2550,20,0
2016,Doctors Gap NSW 2790,Doctors Gap,NSW,2790,13,4
2016,Dog Rocks NSW 2795,Dog Rocks,NSW,2795,4,0
2016,Dolans Bay NSW 2229,Dolans Bay,NSW,2229,334,5
2016,Dolls Point NSW 2219,Dolls Point,NSW,2219,886,43
2016,Dollys Flat NSW 2429,Dollys Flat,NSW,2429,41,0
2016,Dolphin Point NSW 2539,Dolphin Point,NSW,2539,65,3
2016,Dombarton NSW 2530,Dombarton,NSW,2530,82,0
2016,Donald Creek NSW 2350,Donald Creek,NSW,2350,15,0
2016,Dondingalong NSW 2440,Dondingalong,NSW,2440,265,24
2016,Doon Doon NSW 2484,Doon Doon,NSW,2484,34,8
2016,Doonbah NSW 2473,Doonbah,NSW,2473,69,3
2016,Doonside NSW 2767,Doonside,NSW,2767,5396,551
2016,Dooralong NSW 2259,Dooralong,NSW,2259,151,7
2016,Dora Creek NSW 2264,Dora Creek,NSW,2264,661,60
2016,Dorrigo NSW 2453,Dorrigo,NSW,2453,408,29
2016,Dorrigo Mountain NSW 2453,Dorrigo Mountain,NSW,2453,38,6
2016,Dorroughby NSW 2480,Dorroughby,NSW,2480,65,6
2016,Double Bay NSW 2028,Double Bay,NSW,2028,2536,92
2016,Doubtful Creek NSW 2470,Doubtful Creek,NSW,2470,59,0
2016,Douglas Park NSW 2569,Douglas Park,NSW,2569,661,32
2016,Dover Heights NSW 2030,Dover Heights,NSW,2030,1844,62
2016,Downside NSW 2650,Downside,NSW,2650,77,6
2016,Doyalson NSW 2262,Doyalson,NSW,2262,139,11
2016,Doyalson North NSW 2262,Doyalson North,NSW,2262,60,5
2016,Doyles Creek NSW 2330,Doyles Creek,NSW,2330,11,0
2016,Doyles River NSW 2446,Doyles River,NSW,2446,0,0
2016,Drake NSW 2469,Drake,NSW,2469,75,15
2016,Drildool NSW 2386,Drildool,NSW,2386,10,0
2016,Dripstone NSW 2820,Dripstone,NSW,2820,22,5
2016,Drummoyne NSW 2047,Drummoyne,NSW,2047,6328,240
2016,Dry Creek (NSW) NSW 2337,Dry Creek,NSW,2337,26,0
2016,Dry Plain NSW 2630,Dry Plain,NSW,2630,22,0
2016,Dubbo NSW 2830,Dubbo,NSW,2830,18103,1050
2016,Duck Creek NSW 2469,Duck Creek,NSW,2469,24,0
2016,Duckenfield NSW 2321,Duckenfield,NSW,2321,63,3
2016,Duckmaloi NSW 2787,Duckmaloi,NSW,2787,21,0
2016,Dudley NSW 2290,Dudley,NSW,2290,1123,52
2016,Duffys Forest NSW 2084,Duffys Forest,NSW,2084,249,11
2016,Dulguigan NSW 2484,Dulguigan,NSW,2484,59,5
2016,Dulwich Hill NSW 2203,Dulwich Hill,NSW,2203,7487,380
2016,Dum Dum NSW 2484,Dum Dum,NSW,2484,40,8
2016,Dumaresq NSW 2350,Dumaresq,NSW,2350,52,3
2016,Dumaresq Island NSW 2430,Dumaresq Island,NSW,2430,36,0
2016,Dumaresq Valley NSW 2372,Dumaresq Valley,NSW,2372,13,0
2016,Dumbudgery NSW 2460,Dumbudgery,NSW,2460,0,0
2016,Dunbible NSW 2484,Dunbible,NSW,2484,132,7
2016,Dunbogan NSW 2443,Dunbogan,NSW,2443,338,29
2016,Duncans Creek NSW 2340,Duncans Creek,NSW,2340,18,5
2016,Dundas (NSW) NSW 2117,Dundas,NSW,2117,2173,133
2016,Dundas Valley NSW 2117,Dundas Valley,NSW,2117,2488,182
2016,Dundee NSW 2370,Dundee,NSW,2370,73,3
2016,Dundurrabin NSW 2453,Dundurrabin,NSW,2453,21,0
2016,Dunedoo NSW 2844,Dunedoo,NSW,2844,406,40
2016,Dungarubba NSW 2480,Dungarubba,NSW,2480,29,3
2016,Dungay NSW 2484,Dungay,NSW,2484,104,3
2016,Dungeree NSW 2849,Dungeree,NSW,2849,0,0
2016,Dungog NSW 2420,Dungog,NSW,2420,714,58
2016,Dungowan NSW 2340,Dungowan,NSW,2340,204,0
2016,Dunkeld (NSW) NSW 2795,Dunkeld,NSW,2795,21,0
2016,Dunmore (NSW) NSW 2529,Dunmore,NSW,2529,99,8
2016,Dunolly (NSW) NSW 2330,Dunolly,NSW,2330,37,0
2016,Dunoon NSW 2480,Dunoon,NSW,2480,313,19
2016,Duns Creek NSW 2321,Duns Creek,NSW,2321,269,8
2016,Dunville Loop NSW 2849,Dunville Loop,NSW,2849,0,0
2016,Dural (Hornsby - NSW) NSW 2158,Dural,NSW,2158,3729,145
2016,Dural (Singleton - NSW) NSW 2158,Dural,NSW,2158,0,0
2016,Duramana NSW 2795,Duramana,NSW,2795,110,4
2016,Duranbah NSW 2487,Duranbah,NSW,2487,120,9
2016,Duri NSW 2344,Duri,NSW,2344,265,6
2016,Duroby NSW 2486,Duroby,NSW,2486,35,0
2016,Durran Durra NSW 2622,Durran Durra,NSW,2622,47,0
2016,Durras North NSW 2536,Durras North,NSW,2536,9,0
2016,Durren Durren NSW 2259,Durren Durren,NSW,2259,52,0
2016,Duval NSW 2350,Duval,NSW,2350,0,0
2016,Dyers Crossing NSW 2429,Dyers Crossing,NSW,2429,148,10
2016,Dyraaba NSW 2470,Dyraaba,NSW,2470,32,3
2016,Dyrring NSW 2330,Dyrring,NSW,2330,50,0
2016,Eagle Vale NSW 2558,Eagle Vale,NSW,2558,2802,202
2016,Eagleton NSW 2324,Eagleton,NSW,2324,94,8
2016,Earlwood NSW 2206,Earlwood,NSW,2206,8087,384
2016,East Albury NSW 2640,East Albury,NSW,2640,2977,176
2016,East Ballina NSW 2478,East Ballina,NSW,2478,2551,132
2016,East Branxton NSW 2335,East Branxton,NSW,2335,827,56
2016,East Coraki NSW 2471,East Coraki,NSW,2471,119,6
2016,East Corrimal NSW 2518,East Corrimal,NSW,2518,1576,124
2016,East Gosford NSW 2250,East Gosford,NSW,2250,1755,116
2016,East Gresford NSW 2311,East Gresford,NSW,2311,145,7
2016,East Hills NSW 2213,East Hills,NSW,2213,1519,96
2016,East Jindabyne NSW 2627,East Jindabyne,NSW,2627,395,13
2016,East Kangaloon NSW 2576,East Kangaloon,NSW,2576,52,0
2016,East Kempsey NSW 2440,East Kempsey,NSW,2440,499,30
2016,East Killara NSW 2071,East Killara,NSW,2071,1295,98
2016,East Kurrajong NSW 2758,East Kurrajong,NSW,2758,1117,32
2016,East Lindfield NSW 2070,East Lindfield,NSW,2070,1633,93
2016,East Lismore NSW 2480,East Lismore,NSW,2480,1951,191
2016,East Lynne NSW 2536,East Lynne,NSW,2536,39,4
2016,East Maitland NSW 2323,East Maitland,NSW,2323,5049,426
2016,East Ryde NSW 2113,East Ryde,NSW,2113,1235,56
2016,East Seaham NSW 2324,East Seaham,NSW,2324,176,8
2016,East Tamworth NSW 2340,East Tamworth,NSW,2340,2530,125
2016,East Wagga Wagga NSW 2650,East Wagga Wagga,NSW,2650,94,9
2016,East Wardell NSW 2477,East Wardell,NSW,2477,127,8
2016,Eastern Creek NSW 2766,Eastern Creek,NSW,2766,368,21
2016,Eastgardens NSW 2036,Eastgardens,NSW,2036,387,21
2016,Eastlakes NSW 2018,Eastlakes,NSW,2018,2830,263
2016,Eastwood (NSW) NSW 2122,Eastwood,NSW,2122,8182,719
2016,Eatonsville NSW 2460,Eatonsville,NSW,2460,69,14
2016,Ebenezer (NSW) NSW 2756,Ebenezer,NSW,2756,522,12
2016,Ebor NSW 2453,Ebor,NSW,2453,77,7
2016,Eccleston NSW 2311,Eccleston,NSW,2311,14,0
2016,Edderton NSW 2333,Edderton,NSW,2333,0,0
2016,Eden NSW 2551,Eden,NSW,2551,1127,90
2016,Eden Creek NSW 2474,Eden Creek,NSW,2474,74,3
2016,Edensor Park NSW 2176,Edensor Park,NSW,2176,4174,366
2016,Edenville NSW 2474,Edenville,NSW,2474,32,3
2016,Edgecliff NSW 2027,Edgecliff,NSW,2027,1363,43
2016,Edgeroi NSW 2390,Edgeroi,NSW,2390,56,3
2016,Edgeworth NSW 2285,Edgeworth,NSW,2285,2650,192
2016,Edith (NSW) NSW 2787,Edith,NSW,2787,53,0
2016,Edmondson Park NSW 2174,Edmondson Park,NSW,2174,1046,67
2016,Edrom NSW 2551,Edrom,NSW,2551,0,0
2016,Eenaweena NSW 2824,Eenaweena,NSW,2824,7,0
2016,Eglinton (NSW) NSW 2795,Eglinton,NSW,2795,1111,40
2016,Eighteen Mile NSW 2460,Eighteen Mile,NSW,2460,0,0
2016,Elands NSW 2429,Elands,NSW,2429,53,8
2016,Elanora Heights NSW 2101,Elanora Heights,NSW,2101,2220,71
2016,Elcombe NSW 2404,Elcombe,NSW,2404,15,0
2016,Elderslie (Camden - NSW) NSW 2335,Elderslie,NSW,2335,3117,130
2016,Elderslie (Singleton - NSW) NSW 2335,Elderslie,NSW,2335,63,0
2016,Eleebana NSW 2282,Eleebana,NSW,2282,2762,152
2016,Elermore Vale NSW 2287,Elermore Vale,NSW,2287,2373,200
2016,Elizabeth Bay NSW 2011,Elizabeth Bay,NSW,2011,3319,130
2016,Elizabeth Beach NSW 2428,Elizabeth Beach,NSW,2428,110,0
2016,Elizabeth Hills NSW 2171,Elizabeth Hills,NSW,2171,1144,54
2016,Ellalong NSW 2325,Ellalong,NSW,2325,468,29
2016,Elland NSW 2460,Elland,NSW,2460,155,5
2016,Ellangowan (NSW) NSW 2470,Ellangowan,NSW,2470,103,11
2016,Ellenborough NSW 2446,Ellenborough,NSW,2446,62,6
2016,Ellerslie (Snowy Valleys - NSW) NSW 2648,Ellerslie,NSW,2648,19,0
2016,Ellerslie (Wentworth - NSW) NSW 2648,Ellerslie,NSW,2648,54,0
2016,Ellerston NSW 2337,Ellerston,NSW,2337,45,0
2016,Ellis Lane NSW 2570,Ellis Lane,NSW,2570,438,16
2016,Elong Elong NSW 2831,Elong Elong,NSW,2831,49,5
2016,Elrington NSW 2325,Elrington,NSW,2325,64,4
2016,Elsmore NSW 2360,Elsmore,NSW,2360,55,0
2016,Eltham (NSW) NSW 2480,Eltham,NSW,2480,181,0
2016,Elvina Bay NSW 2105,Elvina Bay,NSW,2105,45,5
2016,Emerald Beach NSW 2456,Emerald Beach,NSW,2456,1040,79
2016,Emerald Hill NSW 2380,Emerald Hill,NSW,2380,69,0
2016,Emerton NSW 2770,Emerton,NSW,2770,710,115
2016,Emmaville NSW 2371,Emmaville,NSW,2371,163,28
2016,Empire Bay NSW 2257,Empire Bay,NSW,2257,1062,62
2016,Empire Vale NSW 2478,Empire Vale,NSW,2478,75,10
2016,Emu Heights (NSW) NSW 2750,Emu Heights,NSW,2750,1816,78
2016,Emu Plains NSW 2750,Emu Plains,NSW,2750,3887,182
2016,Emu Swamp NSW 2800,Emu Swamp,NSW,2800,89,0
2016,Endrick NSW 2622,Endrick,NSW,2622,0,0
2016,Enfield (NSW) NSW 2136,Enfield,NSW,2136,1416,78
2016,Engadine NSW 2233,Engadine,NSW,2233,8696,268
2016,Englorie Park NSW 2560,Englorie Park,NSW,2560,189,17
2016,Enmore (Armidale Regional - NSW) NSW 2350,Enmore,NSW,2350,26,0
2016,Enmore (Inner West - NSW) NSW 2350,Enmore,NSW,2350,2360,113
2016,Enngonia NSW 2840,Enngonia,NSW,2840,36,4
2016,Environa NSW 2620,Environa,NSW,2620,0,0
2016,Epping (NSW) NSW 2121,Epping,NSW,2121,11300,902
2016,Eraring NSW 2264,Eraring,NSW,2264,84,0
2016,Eremerang NSW 2877,Eremerang,NSW,2877,19,0
2016,Erigolia NSW 2669,Erigolia,NSW,2669,17,0
2016,Erin Vale NSW 2663,Erin Vale,NSW,2663,31,0
2016,Erina NSW 2250,Erina,NSW,2250,1544,78
2016,Erina Heights NSW 2260,Erina Heights,NSW,2260,202,15
2016,Ermington NSW 2115,Ermington,NSW,2115,4831,295
2016,Erowal Bay NSW 2540,Erowal Bay,NSW,2540,253,22
2016,Errowanbang NSW 2791,Errowanbang,NSW,2791,23,0
2016,Erskine Park NSW 2759,Erskine Park,NSW,2759,3674,190
2016,Erskineville NSW 2043,Erskineville,NSW,2043,5411,193
2016,Erudgere NSW 2850,Erudgere,NSW,2850,51,0
2016,Eschol Park NSW 2558,Eschol Park,NSW,2558,1359,99
2016,Esk (NSW) NSW 2472,Esk,NSW,2472,0,0
2016,Essington NSW 2787,Essington,NSW,2787,46,0
2016,Estella NSW 2650,Estella,NSW,2650,1122,55
2016,Ettalong Beach NSW 2257,Ettalong Beach,NSW,2257,1661,172
2016,Ettamogah NSW 2640,Ettamogah,NSW,2640,26,5
2016,Ettrema NSW 2540,Ettrema,NSW,2540,0,0
2016,Ettrick (NSW) NSW 2474,Ettrick,NSW,2474,54,0
2016,Euabalong NSW 2877,Euabalong,NSW,2877,70,0
2016,Euabalong West NSW 2877,Euabalong West,NSW,2877,15,0
2016,Euberta NSW 2650,Euberta,NSW,2650,75,4
2016,Euchareena NSW 2866,Euchareena,NSW,2866,71,0
2016,Eucumbene NSW 2628,Eucumbene,NSW,2628,4,0
2016,Eugowra NSW 2806,Eugowra,NSW,2806,329,19
2016,Eulah Creek NSW 2390,Eulah Creek,NSW,2390,32,0
2016,Eumungerie NSW 2822,Eumungerie,NSW,2822,130,12
2016,Eunanoreenya NSW 2650,Eunanoreenya,NSW,2650,86,0
2016,Eungai Creek NSW 2441,Eungai Creek,NSW,2441,155,28
2016,Eungai Rail NSW 2441,Eungai Rail,NSW,2441,62,17
2016,Eungella (NSW) NSW 2484,Eungella,NSW,2484,124,10
2016,Eureka (NSW) NSW 2480,Eureka,NSW,2480,154,4
2016,Eurimbla NSW 2867,Eurimbla,NSW,2867,15,0
2016,Eurobodalla NSW 2545,Eurobodalla,NSW,2545,37,0
2016,Euroka NSW 2440,Euroka,NSW,2440,135,11
2016,Euroley NSW 2700,Euroley,NSW,2700,43,0
2016,Eurongilly NSW 2663,Eurongilly,NSW,2663,65,0
2016,Eurunderee NSW 2850,Eurunderee,NSW,2850,91,0
2016,Euston NSW 2737,Euston,NSW,2737,352,14
2016,Evans Head NSW 2473,Evans Head,NSW,2473,1032,76
2016,Evans Plains NSW 2795,Evans Plains,NSW,2795,82,8
2016,Eveleigh NSW 2015,Eveleigh,NSW,2015,338,20
2016,Eviron NSW 2484,Eviron,NSW,2484,87,4
2016,Ewingar NSW 2469,Ewingar,NSW,2469,18,8
2016,Ewingsdale NSW 2481,Ewingsdale,NSW,2481,378,11
2016,Exeter (NSW) NSW 2579,Exeter,NSW,2579,434,19
2016,Failford NSW 2430,Failford,NSW,2430,165,13
2016,Fairfield (NSW) NSW 2165,Fairfield,NSW,2165,5268,895
2016,Fairfield East NSW 2165,Fairfield East,NSW,2165,1619,191
2016,Fairfield Heights NSW 2165,Fairfield Heights,NSW,2165,2195,295
2016,Fairfield West NSW 2165,Fairfield West,NSW,2165,4177,461
2016,Fairholme NSW 2871,Fairholme,NSW,2871,14,0
2016,Fairlight NSW 2094,Fairlight,NSW,2094,3305,107
2016,Fairy Hill NSW 2470,Fairy Hill,NSW,2470,155,14
2016,Fairy Meadow NSW 2519,Fairy Meadow,NSW,2519,3063,313
2016,Falbrook NSW 2330,Falbrook,NSW,2330,12,0
2016,Falconer NSW 2365,Falconer,NSW,2365,24,0
2016,Falls Creek (NSW) NSW 2540,Falls Creek,NSW,2540,417,17
2016,Far Meadow NSW 2535,Far Meadow,NSW,2535,102,0
2016,Fargunyah NSW 2656,Fargunyah,NSW,2656,9,0
2016,Farley NSW 2320,Farley,NSW,2320,102,4
2016,Farmborough Heights NSW 2526,Farmborough Heights,NSW,2526,2048,103
2016,Farnham NSW 2820,Farnham,NSW,2820,14,0
2016,Farrants Hill NSW 2484,Farrants Hill,NSW,2484,52,0
2016,Farringdon NSW 2622,Farringdon,NSW,2622,6,0
2016,Fassifern (NSW) NSW 2283,Fassifern,NSW,2283,272,27
2016,Faulconbridge NSW 2776,Faulconbridge,NSW,2776,2024,90
2016,Faulkland NSW 2422,Faulkland,NSW,2422,38,7
2016,Fawcetts Plain NSW 2474,Fawcetts Plain,NSW,2474,75,7
2016,Federal (NSW) NSW 2480,Federal,NSW,2480,288,26
2016,Fennell Bay NSW 2283,Fennell Bay,NSW,2283,645,73
2016,Fern Bay NSW 2295,Fern Bay,NSW,2295,931,64
2016,Fern Gully NSW 2330,Fern Gully,NSW,2330,28,0
2016,Fernances NSW 2775,Fernances,NSW,2775,0,0
2016,Fernances Crossing NSW 2325,Fernances Crossing,NSW,2325,20,0
2016,Fernbank Creek NSW 2444,Fernbank Creek,NSW,2444,60,5
2016,Fernbrook NSW 2453,Fernbrook,NSW,2453,63,3
2016,Fernhill NSW 2519,Fernhill,NSW,2519,351,32
2016,Fernleigh NSW 2479,Fernleigh,NSW,2479,138,8
2016,Fernmount NSW 2454,Fernmount,NSW,2454,160,10
2016,Fernside NSW 2480,Fernside,NSW,2480,20,0
2016,Fernvale (NSW) NSW 2484,Fernvale,NSW,2484,111,9
2016,Ferodale NSW 2318,Ferodale,NSW,2318,39,0
2016,Fiddletown NSW 2159,Fiddletown,NSW,2159,132,3
2016,Fifield NSW 2875,Fifield,NSW,2875,56,3
2016,Figtree NSW 2525,Figtree,NSW,2525,5195,323
2016,Findon Creek NSW 2474,Findon Creek,NSW,2474,6,0
2016,Fine Flower NSW 2460,Fine Flower,NSW,2460,19,0
2016,Fingal Bay NSW 2315,Fingal Bay,NSW,2315,460,36
2016,Fingal Head NSW 2487,Fingal Head,NSW,2487,222,15
2016,Finley NSW 2713,Finley,NSW,2713,1019,51
2016,Firefly NSW 2429,Firefly,NSW,2429,108,12
2016,Fishermans Bay NSW 2316,Fishermans Bay,NSW,2316,30,0
2016,Fishermans Paradise NSW 2539,Fishermans Paradise,NSW,2539,126,14
2016,Fishermans Reach NSW 2441,Fishermans Reach,NSW,2441,54,5
2016,Fishers Hill NSW 2421,Fishers Hill,NSW,2421,20,0
2016,Fishing Point NSW 2283,Fishing Point,NSW,2283,425,34
2016,Fitzgeralds Mount NSW 2799,Fitzgeralds Mount,NSW,2799,24,0
2016,Fitzgeralds Valley NSW 2795,Fitzgeralds Valley,NSW,2795,0,0
2016,Fitzroy Falls NSW 2577,Fitzroy Falls,NSW,2577,102,0
2016,Five Dock NSW 2046,Five Dock,NSW,2046,4715,216
2016,Five Ways NSW 2873,Five Ways,NSW,2873,16,0
2016,Flat Tops NSW 2420,Flat Tops,NSW,2420,11,0
2016,Fletcher (NSW) NSW 2287,Fletcher,NSW,2287,2597,154
2016,Flinders (NSW) NSW 2529,Flinders,NSW,2529,3251,196
2016,Floraville NSW 2280,Floraville,NSW,2280,893,43
2016,Forbes (NSW) NSW 2871,Forbes,NSW,2871,3342,208
2016,Forbes Creek NSW 2621,Forbes Creek,NSW,2621,36,0
2016,Forbes River NSW 2446,Forbes River,NSW,2446,5,0
2016,Forbesdale NSW 2422,Forbesdale,NSW,2422,75,6
2016,Fords Bridge NSW 2840,Fords Bridge,NSW,2840,20,0
2016,Fordwich NSW 2330,Fordwich,NSW,2330,33,0
2016,Forest Glen (NSW) NSW 2157,Forest Glen,NSW,2157,38,0
2016,Forest Grove (NSW) NSW 2795,Forest Grove,NSW,2795,46,0
2016,Forest Hill (NSW) NSW 2651,Forest Hill,NSW,2651,1220,50
2016,Forest Land NSW 2372,Forest Land,NSW,2372,0,0
2016,Forest Lodge NSW 2037,Forest Lodge,NSW,2037,2664,172
2016,Forest Reefs NSW 2798,Forest Reefs,NSW,2798,245,16
2016,Forestville (NSW) NSW 2087,Forestville,NSW,2087,3805,141
2016,Forresters Beach NSW 2260,Forresters Beach,NSW,2260,1330,56
2016,Forster (NSW) NSW 2428,Forster,NSW,2428,4371,369
2016,Fortis Creek NSW 2460,Fortis Creek,NSW,2460,3,5
2016,Fosters Valley NSW 2795,Fosters Valley,NSW,2795,45,0
2016,Fosterton NSW 2420,Fosterton,NSW,2420,53,0
2016,Fountaindale NSW 2258,Fountaindale,NSW,2258,361,10
2016,Four Corners NSW 2716,Four Corners,NSW,2716,0,0
2016,Four Mile Creek (NSW) NSW 2800,Four Mile Creek,NSW,2800,8,0
2016,Fowlers Gap NSW 2880,Fowlers Gap,NSW,2880,13,0
2016,Foxground NSW 2534,Foxground,NSW,2534,72,0
2016,Frazer Park NSW 2259,Frazer Park,NSW,2259,0,0
2016,Frazers Creek NSW 2446,Frazers Creek,NSW,2446,74,5
2016,Frederickton NSW 2440,Frederickton,NSW,2440,487,41
2016,Freeburn Island NSW 2464,Freeburn Island,NSW,2464,0,0
2016,Freemans NSW 2259,Freemans,NSW,2259,0,0
2016,Freemans Reach NSW 2756,Freemans Reach,NSW,2756,1043,31
2016,Freemans Waterhole NSW 2323,Freemans Waterhole,NSW,2323,36,6
2016,Freemantle NSW 2795,Freemantle,NSW,2795,13,0
2016,French Park NSW 2655,French Park,NSW,2655,17,0
2016,Frenchs Forest NSW 2086,Frenchs Forest,NSW,2086,6732,283
2016,Freshwater (NSW) NSW 2096,Freshwater,NSW,2096,4983,142
2016,Frog Rock NSW 2850,Frog Rock,NSW,2850,65,3
2016,Frogmore NSW 2586,Frogmore,NSW,2586,61,3
2016,Frogs Hollow NSW 2550,Frogs Hollow,NSW,2550,43,0
2016,Frying Pan NSW 2630,Frying Pan,NSW,2630,0,0
2016,Fullerton NSW 2583,Fullerton,NSW,2583,31,4
2016,Fullerton Cove NSW 2318,Fullerton Cove,NSW,2318,168,10
2016,Furracabad NSW 2370,Furracabad,NSW,2370,14,0
2016,Gadara NSW 2720,Gadara,NSW,2720,26,0
2016,Gala Vale NSW 2716,Gala Vale,NSW,2716,3,0
2016,Galambine NSW 2850,Galambine,NSW,2850,26,0
2016,Galong NSW 2585,Galong,NSW,2585,84,7
2016,Galore NSW 2650,Galore,NSW,2650,44,0
2016,Galston NSW 2159,Galston,NSW,2159,1496,63
2016,Ganbenang NSW 2790,Ganbenang,NSW,2790,48,3
2016,Gangat NSW 2422,Gangat,NSW,2422,12,0
2016,Ganmain NSW 2702,Ganmain,NSW,2702,268,32
2016,Garah NSW 2405,Garah,NSW,2405,163,3
2016,Garden Suburb NSW 2289,Garden Suburb,NSW,2289,908,44
2016,Garema NSW 2871,Garema,NSW,2871,54,0
2016,Garland NSW 2797,Garland,NSW,2797,28,0
2016,Garland Valley NSW 2330,Garland Valley,NSW,2330,3,0
2016,Garoo NSW 2340,Garoo,NSW,2340,61,0
2016,Garra NSW 2866,Garra,NSW,2866,50,0
2016,Garthowen NSW 2345,Garthowen,NSW,2345,84,7
2016,Gateshead NSW 2290,Gateshead,NSW,2290,1081,141
2016,Gearys Flat NSW 2441,Gearys Flat,NSW,2441,0,0
2016,Geehi NSW 2642,Geehi,NSW,2642,0,0
2016,Gelston Park NSW 2650,Gelston Park,NSW,2650,72,0
2016,Gemalla NSW 2795,Gemalla,NSW,2795,13,0
2016,Geneva NSW 2474,Geneva,NSW,2474,249,19
2016,Georges Creek (NSW) NSW 2365,Georges Creek,NSW,2365,9,0
2016,Georges Hall NSW 2198,Georges Hall,NSW,2198,3539,214
2016,Georges Plains NSW 2795,Georges Plains,NSW,2795,99,5
2016,Georgetown (NSW) NSW 2298,Georgetown,NSW,2298,966,83
2016,Georgica NSW 2480,Georgica,NSW,2480,99,3
2016,Gerogery NSW 2642,Gerogery,NSW,2642,290,9
2016,Gerringong NSW 2534,Gerringong,NSW,2534,1715,65
2016,Gerroa NSW 2534,Gerroa,NSW,2534,286,8
2016,Geurie NSW 2818,Geurie,NSW,2818,352,18
2016,Ghinni Ghi NSW 2474,Ghinni Ghi,NSW,2474,21,0
2016,Ghinni Ghinni NSW 2430,Ghinni Ghinni,NSW,2430,14,3
2016,Ghoolendaadi NSW 2380,Ghoolendaadi,NSW,2380,21,4
2016,Giants Creek NSW 2328,Giants Creek,NSW,2328,38,9
2016,Gibberagee NSW 2469,Gibberagee,NSW,2469,8,0
2016,Gibraltar Range NSW 2370,Gibraltar Range,NSW,2370,0,0
2016,Gidginbung NSW 2666,Gidginbung,NSW,2666,27,0
2016,Gidley NSW 2340,Gidley,NSW,2340,46,0
2016,Gilead NSW 2560,Gilead,NSW,2560,49,0
2016,Gilgai NSW 2360,Gilgai,NSW,2360,274,27
2016,Gilgandra NSW 2827,Gilgandra,NSW,2827,1171,91
2016,Gilgooma NSW 2829,Gilgooma,NSW,2829,16,0
2016,Gilgunnia NSW 2835,Gilgunnia,NSW,2835,0,0
2016,Gillenbah NSW 2700,Gillenbah,NSW,2700,66,0
2016,Gilletts Ridge NSW 2462,Gilletts Ridge,NSW,2462,24,0
2016,Gillieston Heights NSW 2321,Gillieston Heights,NSW,2321,1531,93
2016,Gilmandyke NSW 2795,Gilmandyke,NSW,2795,10,0
2016,Gilmore (NSW) NSW 2720,Gilmore,NSW,2720,94,7
2016,Gin Gin (NSW) NSW 2823,Gin Gin,NSW,2823,53,0
2016,Gineroi NSW 2404,Gineroi,NSW,2404,32,0
2016,Ginghi NSW 2849,Ginghi,NSW,2849,9,0
2016,Gingkin NSW 2787,Gingkin,NSW,2787,46,0
2016,Girards Hill NSW 2480,Girards Hill,NSW,2480,527,63
2016,Girilambone NSW 2831,Girilambone,NSW,2831,61,3
2016,Giro NSW 2422,Giro,NSW,2422,0,0
2016,Girral NSW 2669,Girral,NSW,2669,38,0
2016,Girralong NSW 2449,Girralong,NSW,2449,18,0
